302,287,824,373,1,0,3,2
988,297,790,824,3,0,1,2
793,712,194,494,3,2,0,1
248,748,718,116,1,3,2,0
892,985,753,762,2,3,0,1
970,76,236,971,2,0,1,3
179,550,151,726,1,2,0,3
242,169,659,16,2,1,3,0
720,296,23,758,2,1,0,3
553,522,98,262,3,2,0,1
153,545,357,894,0,2,1,3
37,600,55,366,0,3,1,2
4,252,779,497,0,1,3,2
79,612,841,101,0,2,3,1
583,826,514,814,1,3,0,2
165,407,71,43,2,3,1,0
730,10,652,151,3,0,2,1
564,609,411,161,2,3,1,0
736,787,569,901,1,2,0,3
360,49,528,726,1,0,2,3
862,895,868,552,1,3,2,0
740,555,494,278,3,2,1,0
22,37,479,897,0,1,2,3
126,346,78,78,2,3,1,0
497,357,730,682,1,0,3,2
129,622,480,904,0,2,1,3
552,660,179,400,2,3,0,1
790,667,22,437,3,2,0,1
234,41,232,108,3,0,2,1
799,562,732,909,2,0,1,3
997,589,406,151,3,2,1,0
950,911,166,240,3,2,0,1
3,927,422,749,0,3,1,2
797,589,208,981,2,1,0,3
414,258,799,113,2,1,3,0
733,635,602,731,3,1,0,2
113,853,815,453,0,3,2,1
186,482,384,837,0,2,1,3
827,729,212,391,3,2,0,1
808,768,906,358,2,1,3,0
264,596,197,187,2,3,1,0
576,65,91,370,3,0,1,2
71,164,767,18,1,2,3,0
244,300,780,338,0,1,3,2
628,929,904,617,1,3,2,0
546,740,101,984,1,2,0,3
360,862,246,465,1,3,0,2
266,237,229,898,2,1,0,3
206,310,220,256,0,3,1,2
629,808,64,980,1,2,0,3
557,857,113,308,2,3,0,1
710,222,899,4,2,1,3,0
436,500,246,91,2,3,1,0
874,843,715,721,3,2,0,1
449,471,677,29,1,2,3,0
243,281,964,495,0,1,3,2
675,266,547,43,3,1,2,0
791,894,185,216,2,3,0,1
932,293,751,712,3,0,2,1
756,177,853,83,2,1,3,0
502,754,647,542,0,3,2,1
299,832,388,249,1,3,2,0
770,5,705,790,2,0,1,3
378,386,907,114,1,2,3,0
109,876,239,72,1,3,2,0
283,9,316,128,2,0,3,1
45,389,43,942,1,2,0,3
276,317,702,402,0,1,3,2
532,440,628,604,1,0,3,2
741,914,718,745,1,3,0,2
901,210,806,83,3,1,2,0
327,561,497,258,1,3,2,0
299,695,297,830,1,2,0,3
711,350,370,838,2,0,1,3
458,746,168,19,2,3,1,0
845,119,343,989,2,0,1,3
852,677,934,710,2,0,3,1
662,452,962,735,1,0,3,2
777,288,358,220,3,1,2,0
494,630,555,939,0,2,1,3
153,996,811,498,0,3,2,1
545,93,47,378,3,1,0,2
946,880,461,160,3,2,1,0
781,549,58,589,3,1,0,2
62,324,338,821,0,1,2,3
213,129,400,268,1,0,3,2
729,61,316,306,3,0,2,1
267,468,776,36,1,2,3,0
451,165,585,85,2,1,3,0
586,292,563,346,3,0,2,1
687,283,640,58,3,1,2,0
934,183,109,69,3,2,1,0
507,306,226,387,3,1,0,2
561,904,713,729,0,3,1,2
0,188,770,47,0,2,3,1
60,595,603,234,0,2,3,1
995,522,802,832,3,0,1,2
886,43,845,207,3,0,2,1
14,100,205,783,0,1,2,3
310,858,817,280,1,3,2,0
238,608,206,97,2,3,1,0
236,758,264,514,0,3,1,2
545,870,21,27,2,3,0,1
576,501,646,775,1,0,2,3
508,402,847,713,1,0,3,2
456,771,140,349,2,3,0,1
233,131,341,977,1,0,2,3
94,76,692,337,1,0,3,2
795,356,637,56,3,1,2,0
647,635,318,288,3,2,1,0
844,456,61,528,3,1,0,2
667,97,661,892,2,0,1,3
624,758,384,648,1,3,0,2
140,20,322,179,1,0,3,2
186,893,836,833,0,3,2,1
131,140,134,157,0,2,1,3
113,632,81,472,1,3,0,2
388,573,110,598,1,2,0,3
428,818,505,962,0,2,1,3
607,154,901,692,1,0,3,2
277,548,961,882,0,1,3,2
944,290,928,329,3,0,2,1
372,314,306,961,2,1,0,3
732,887,73,417,2,3,0,1
524,124,872,617,1,0,3,2
785,162,175,415,3,0,1,2
45,991,674,255,0,3,2,1
816,196,874,868,1,0,3,2
349,347,718,628,1,0,3,2
958,345,849,215,3,1,2,0
603,337,69,28,3,2,1,0
941,530,544,0,3,1,2,0
543,324,466,55,3,1,2,0
167,369,790,635,0,1,3,2
699,491,687,187,3,1,2,0
629,584,81,373,3,2,0,1
65,861,295,318,0,3,1,2
644,123,6,172,3,1,0,2
674,810,321,590,2,3,0,1
768,242,492,48,3,1,2,0
259,631,873,558,0,2,3,1
888,949,715,423,2,3,1,0
58,891,917,218,0,2,3,1
843,685,502,569,3,2,0,1
587,65,414,491,3,0,1,2
112,508,100,231,1,3,0,2
778,636,479,835,2,1,0,3
613,750,776,717,0,2,3,1
731,168,141,535,3,1,0,2
876,289,263,615,3,1,0,2
9,973,7,201,1,3,0,2
460,792,536,747,0,3,1,2
703,536,440,995,2,1,0,3
677,571,83,824,2,1,0,3
561,800,712,456,1,3,2,0
501,214,793,149,2,1,3,0
753,769,214,627,2,3,0,1
445,184,965,520,1,0,3,2
879,239,17,67,3,2,0,1
630,778,275,151,2,3,1,0
154,566,216,411,0,3,1,2
310,267,180,320,2,1,0,3
387,252,471,276,2,0,3,1
305,893,113,314,1,3,0,2
554,627,297,354,2,3,0,1
552,590,475,672,1,2,0,3
955,324,459,499,3,0,1,2
920,442,967,496,2,0,3,1
225,150,25,483,2,1,0,3
741,948,211,946,1,3,0,2
882,513,807,955,2,0,1,3
157,537,102,364,1,3,0,2
363,100,502,133,2,0,3,1
669,16,426,688,2,0,1,3
702,992,767,971,0,3,1,2
2,137,114,245,0,2,1,3
973,688,808,620,3,1,2,0
551,229,59,763,2,1,0,3
68,888,464,55,1,3,2,0
259,946,132,347,1,3,0,2
835,249,228,808,3,1,0,2
132,576,912,554,0,2,3,1
239,18,66,629,2,0,1,3
830,263,78,482,3,1,0,2
615,117,36,747,2,1,0,3
529,172,480,694,2,0,1,3
565,166,793,280,2,0,3,1
361,625,680,361,0,2,3,1
183,32,829,75,2,0,3,1
740,847,324,720,2,3,0,1
125,718,144,728,0,2,1,3
300,198,208,282,3,0,1,2
749,890,877,913,0,2,1,3
210,32,975,837,1,0,3,2
299,673,742,758,0,1,2,3
272,359,240,10,2,3,1,0
109,765,761,41,1,3,2,0
279,97,469,963,1,0,2,3
785,983,348,134,2,3,1,0
141,765,121,27,2,3,1,0
294,543,734,420,0,2,3,1
478,499,180,300,2,3,0,1
959,796,795,557,3,2,1,0
399,185,619,237,2,0,3,1
792,5,538,254,3,0,2,1
502,622,887,224,1,2,3,0
739,493,622,749,2,0,1,3
266,252,94,589,2,1,0,3
640,246,369,231,3,1,2,0
263,968,321,906,0,3,1,2
947,982,969,792,1,3,2,0
177,420,534,136,1,2,3,0
896,605,959,92,2,1,3,0
193,720,461,836,0,2,1,3
258,966,124,49,2,3,1,0
640,50,70,519,3,0,1,2
873,391,78,356,3,2,0,1
874,968,279,352,2,3,0,1
816,891,729,339,2,3,1,0
885,103,9,386,3,1,0,2
581,729,54,851,1,2,0,3
909,323,383,173,3,1,2,0
446,758,640,174,1,3,2,0
783,499,336,255,3,2,1,0
76,654,795,234,0,2,3,1
219,600,464,565,0,3,1,2
734,943,216,236,2,3,0,1
661,723,368,182,2,3,1,0
226,840,504,960,0,2,1,3
995,401,294,973,3,1,0,2
340,891,833,723,0,3,2,1
578,797,999,289,1,2,3,0
931,77,672,118,3,0,2,1
993,477,907,193,3,1,2,0
21,144,939,390,0,1,3,2
204,187,834,210,1,0,3,2
831,508,281,395,3,2,0,1
623,575,255,355,3,2,0,1
363,62,69,127,3,0,1,2
778,702,642,4,3,2,1,0
282,321,628,590,0,1,3,2
386,628,328,915,1,2,0,3
243,712,363,707,0,3,1,2
299,724,211,715,1,3,0,2
115,30,365,175,1,0,3,2
205,486,764,620,0,1,3,2
402,100,197,725,2,0,1,3
494,244,992,628,1,0,3,2
697,500,316,255,3,2,1,0
806,484,67,127,3,2,0,1
499,903,539,921,0,2,1,3
837,185,372,17,3,1,2,0
280,904,32,1,2,3,1,0
929,695,267,415,3,2,0,1
434,717,463,936,0,2,1,3
962,20,919,963,2,0,1,3
936,766,514,64,3,2,1,0
212,411,292,839,0,2,1,3
566,778,126,674,1,3,0,2
589,325,615,367,2,0,3,1
195,648,662,143,1,2,3,0
81,626,704,547,0,2,3,1
329,870,133,398,1,3,0,2
519,1,749,684,1,0,3,2
171,961,50,81,2,3,0,1
208,159,90,893,2,1,0,3
325,459,436,771,0,2,1,3
290,985,439,677,0,3,1,2
929,124,396,965,2,0,1,3
390,894,643,263,1,3,2,0
93,347,788,324,0,2,3,1
242,689,350,814,0,2,1,3
50,812,28,832,1,2,0,3
868,909,350,219,2,3,1,0
249,561,991,223,1,2,3,0
695,506,959,39,2,1,3,0
247,797,350,450,0,3,1,2
755,499,13,513,3,1,0,2
373,336,241,292,3,2,0,1
118,933,359,234,0,3,2,1
59,497,911,973,0,1,2,3
191,422,356,617,0,2,1,3
763,840,494,710,2,3,0,1
407,89,942,91,2,0,3,1
425,858,198,675,1,3,0,2
325,479,636,363,0,2,3,1
695,786,303,644,2,3,0,1
953,374,139,816,3,1,0,2
259,85,524,232,2,0,3,1
74,478,69,598,1,2,0,3
191,60,480,611,1,0,2,3
832,421,613,533,3,0,2,1
612,738,81,946,1,2,0,3
492,539,768,588,0,1,3,2
867,885,494,182,2,3,1,0
869,808,397,429,3,2,0,1
919,120,515,860,3,0,1,2
371,750,858,974,0,1,2,3
709,134,897,0,2,1,3,0
335,506,459,817,0,2,1,3
144,706,230,853,0,2,1,3
603,175,14,599,3,1,0,2
215,861,152,260,1,3,0,2
873,796,967,976,1,0,2,3
456,372,672,288,2,1,3,0
134,525,526,400,0,2,3,1
801,490,384,542,3,1,0,2
245,225,688,185,2,1,3,0
57,785,289,583,0,3,1,2
951,990,119,125,2,3,0,1
166,968,879,151,1,3,2,0
957,827,301,110,3,2,1,0
883,565,914,68,2,1,3,0
198,905,608,383,0,3,2,1
435,178,85,630,2,1,0,3
538,468,698,434,2,1,3,0
803,912,611,4,2,3,1,0
903,973,543,297,2,3,1,0
30,55,866,772,0,1,3,2
392,203,688,494,1,0,3,2
922,516,659,997,2,0,1,3
891,578,573,582,3,1,0,2
548,221,364,529,3,0,1,2
190,383,890,508,0,1,3,2
217,73,701,117,2,0,3,1
995,317,505,933,3,0,1,2
598,395,3,840,2,1,0,3
611,789,377,47,2,3,1,0
476,194,43,41,3,2,1,0
592,686,887,735,0,1,3,2
694,786,746,480,1,3,2,0
871,487,459,142,3,2,1,0
263,30,686,551,1,0,3,2
365,958,670,500,0,3,2,1
493,115,763,96,2,1,3,0
537,618,960,173,1,2,3,0
951,557,717,565,3,0,2,1
469,630,325,266,2,3,1,0
761,845,190,581,2,3,0,1
705,658,264,179,3,2,1,0
994,139,966,528,3,0,2,1
261,908,300,83,1,3,2,0
95,907,440,29,1,3,2,0
493,56,907,898,1,0,3,2
245,957,24,471,1,3,0,2
728,687,677,195,3,2,1,0
190,148,620,375,1,0,3,2
980,560,468,104,3,2,1,0
552,879,148,6,2,3,1,0
822,110,448,274,3,0,2,1
298,477,955,928,0,1,3,2
139,531,573,955,0,1,2,3
673,722,542,960,1,2,0,3
544,745,216,532,2,3,0,1
411,41,120,752,2,0,1,3
418,39,228,267,3,0,1,2
781,376,373,575,3,1,0,2
252,468,224,607,1,2,0,3
600,255,580,776,2,0,1,3
670,382,160,38,3,2,1,0
452,278,925,516,1,0,3,2
559,268,868,676,1,0,3,2
638,83,769,284,2,0,3,1
572,438,662,448,2,0,3,1
453,16,894,403,2,0,3,1
139,416,584,427,0,1,3,2
662,948,256,993,1,2,0,3
729,794,589,224,2,3,1,0
458,228,425,284,3,0,2,1
504,64,357,731,2,0,1,3
881,500,124,781,3,1,0,2
320,437,99,484,1,2,0,3
142,368,452,813,0,1,2,3
186,90,203,27,2,1,3,0
591,791,433,682,1,3,0,2
390,817,127,347,2,3,0,1
352,894,571,18,1,3,2,0
754,382,222,634,3,1,0,2
52,183,113,319,0,2,1,3
331,592,380,689,0,2,1,3
242,516,267,737,0,2,1,3
865,266,497,629,3,0,1,2
812,313,52,916,2,1,0,3
907,449,83,56,3,2,1,0
19,176,4,823,1,2,0,3
720,684,449,708,3,1,0,2
401,265,911,764,1,0,3,2
3,140,51,978,0,2,1,3
271,108,378,876,1,0,2,3
320,130,131,81,3,1,2,0
900,526,700,79,3,1,2,0
682,38,383,882,2,0,1,3
99,589,540,469,0,3,2,1
691,736,373,977,1,2,0,3
719,979,115,459,2,3,0,1
13,522,512,349,0,3,2,1
848,586,545,464,3,2,1,0
706,750,886,686,1,2,3,0
216,423,739,804,0,1,2,3
330,350,261,906,1,2,0,3
6,846,991,577,0,2,3,1
149,209,473,287,0,1,3,2
535,882,935,693,0,2,3,1
319,385,560,263,1,2,3,0
768,972,768,630,1,3,2,0
983,240,878,312,3,0,2,1
480,393,357,341,3,2,1,0
770,839,186,133,2,3,1,0
604,154,402,141,3,1,2,0
281,163,295,565,1,0,2,3
22,182,67,49,0,3,2,1
845,902,146,917,1,2,0,3
656,493,892,12,2,1,3,0
309,910,680,758,0,3,1,2
247,189,739,307,1,0,3,2
51,564,511,174,0,3,2,1
358,279,417,851,1,0,2,3
697,494,314,672,3,1,0,2
937,876,417,921,3,1,0,2
377,295,440,221,2,1,3,0
458,440,896,778,1,0,3,2
139,553,678,658,0,1,3,2
259,498,588,616,0,1,2,3
826,568,191,990,2,1,0,3
564,76,432,151,3,0,2,1
509,904,900,827,0,3,2,1
964,269,919,310,3,0,2,1
465,975,229,538,1,3,0,2
913,844,724,643,3,2,1,0
890,973,407,901,1,3,0,2
177,144,407,887,1,0,2,3
955,403,324,411,3,1,0,2
843,450,770,508,3,0,2,1
803,718,244,393,3,2,0,1
541,656,179,349,2,3,0,1
952,339,93,267,3,2,0,1
683,353,861,352,2,1,3,0
479,651,449,435,2,3,1,0
653,8,113,876,2,0,1,3
40,902,545,934,0,2,1,3
450,868,139,892,1,2,0,3
394,447,552,670,0,1,2,3
123,727,250,476,0,3,1,2
294,379,718,643,0,1,3,2
396,575,927,467,0,2,3,1
856,600,178,113,3,2,1,0
817,234,716,290,3,0,2,1
22,646,579,218,0,3,2,1
351,421,251,248,2,3,1,0
744,809,364,691,2,3,0,1
729,341,194,377,3,1,0,2
932,85,877,565,3,0,2,1
572,198,829,474,2,0,3,1
282,795,712,480,0,3,2,1
867,43,445,224,3,0,2,1
175,818,249,5,1,3,2,0
818,310,934,469,2,0,3,1
98,652,642,724,0,2,1,3
473,617,582,423,1,3,2,0
574,485,248,826,2,1,0,3
341,44,565,483,1,0,3,2
247,315,273,350,0,2,1,3
25,302,39,591,0,2,1,3
426,547,428,740,0,2,1,3
674,577,810,760,1,0,3,2
91,739,412,21,1,3,2,0
693,568,553,180,3,2,1,0
963,96,457,840,3,0,1,2
649,970,466,904,1,3,0,2
305,727,972,104,1,2,3,0
578,388,658,875,1,0,2,3
774,206,750,153,3,1,2,0
377,419,390,481,0,2,1,3
538,223,758,269,2,0,3,1
734,994,692,232,2,3,1,0
628,131,849,916,1,0,2,3
208,88,494,620,1,0,2,3
741,852,269,720,2,3,0,1
28,280,889,719,0,1,3,2
2,327,34,853,0,2,1,3
14,899,462,448,0,3,2,1
965,116,336,159,3,0,2,1
642,430,293,971,2,1,0,3
196,319,608,743,0,1,2,3
546,561,710,197,1,2,3,0
96,712,211,15,1,3,2,0
693,776,96,94,2,3,1,0
599,169,495,862,2,0,1,3
662,889,798,772,0,3,2,1
28,416,396,445,0,2,1,3
630,696,3,495,2,3,0,1
106,545,438,435,0,3,2,1
882,978,99,194,2,3,0,1
116,854,75,543,1,3,0,2
880,287,474,532,3,0,1,2
972,335,799,877,3,0,1,2
969,552,283,486,3,2,0,1
362,504,548,999,0,1,2,3
215,854,290,58,1,3,2,0
32,707,181,900,0,2,1,3
664,100,456,715,2,0,1,3
685,665,599,920,2,1,0,3
670,774,747,624,1,3,2,0
717,830,258,871,1,2,0,3
521,398,145,200,3,2,0,1
456,849,5,369,2,3,0,1
233,939,672,584,0,3,2,1
249,873,704,866,0,3,1,2
181,817,26,294,1,3,0,2
234,480,693,411,0,2,3,1
973,84,873,949,3,0,1,2
160,719,903,85,1,2,3,0
444,75,400,834,2,0,1,3
709,506,615,540,3,0,2,1
328,364,171,304,2,3,0,1
235,498,136,249,1,3,0,2
871,429,911,701,2,0,3,1
394,811,330,380,2,3,0,1
60,98,712,178,0,1,3,2
168,448,905,569,0,1,3,2
174,142,775,163,2,0,3,1
324,978,103,985,1,2,0,3
921,784,802,367,3,1,2,0
581,278,530,595,2,0,1,3
417,629,712,758,0,1,2,3
929,824,472,20,3,2,1,0
59,648,165,236,0,3,1,2
196,385,466,698,0,1,2,3
171,138,628,78,2,1,3,0
530,433,48,460,3,1,0,2
117,991,827,211,0,3,2,1
681,984,648,189,2,3,1,0
505,147,532,233,2,0,3,1
218,907,628,848,0,3,1,2
134,936,588,660,0,3,1,2
46,117,487,814,0,1,2,3
153,265,110,927,1,2,0,3
154,20,506,462,1,0,3,2
72,907,502,639,0,3,1,2
188,734,28,622,1,3,0,2
998,860,472,110,3,2,1,0
905,117,957,789,2,0,3,1
369,538,845,745,0,1,3,2
552,209,915,546,2,0,3,1
826,149,910,485,2,0,3,1
462,824,885,352,1,2,3,0
712,708,921,825,1,0,3,2
535,542,204,343,2,3,0,1
567,711,689,288,1,3,2,0
166,697,128,390,1,3,0,2
912,450,820,986,2,0,1,3
603,223,520,533,3,0,1,2
152,485,319,0,1,3,2,0
453,236,226,818,2,1,0,3
860,621,381,144,3,2,1,0
503,23,509,405,2,0,3,1
339,515,632,944,0,1,2,3
70,947,599,996,0,2,1,3
229,373,239,487,0,2,1,3
27,810,673,78,0,3,2,1
381,511,512,568,0,1,2,3
382,87,816,803,1,0,3,2
748,397,622,175,3,1,2,0
623,715,180,18,2,3,1,0
140,569,664,775,0,1,2,3
331,489,68,652,1,2,0,3
156,810,37,887,1,2,0,3
746,185,477,845,2,0,1,3
800,329,873,881,1,0,2,3
7,984,359,701,0,3,1,2
749,516,552,109,3,1,2,0
396,74,35,22,3,2,1,0
963,887,574,654,3,2,0,1
243,864,923,559,0,2,3,1
132,319,770,38,1,2,3,0
877,248,559,237,3,1,2,0
615,532,285,201,3,2,1,0
951,477,423,546,3,1,0,2
31,676,897,90,0,2,3,1
140,204,208,258,0,1,2,3
562,845,262,931,1,2,0,3
781,207,145,664,3,1,0,2
778,593,578,322,3,2,1,0
904,883,588,148,3,2,1,0
138,608,627,231,0,2,3,1
990,499,444,366,3,2,1,0
587,397,80,745,2,1,0,3
962,788,105,682,3,2,0,1
980,235,460,486,3,0,1,2
865,589,98,256,3,2,0,1
579,709,821,881,0,1,2,3
579,577,143,88,3,2,1,0
709,395,605,205,3,1,2,0
996,489,316,168,3,2,1,0
191,651,799,122,1,2,3,0
533,288,839,579,1,0,3,2
798,215,148,130,3,2,1,0
87,319,918,184,0,2,3,1
774,166,518,536,3,0,1,2
563,579,830,460,1,2,3,0
13,52,690,253,0,1,3,2
497,874,147,929,1,2,0,3
716,675,994,716,1,0,3,2
543,230,175,666,2,1,0,3
971,761,454,595,3,2,0,1
420,153,69,107,3,2,0,1
166,959,22,453,1,3,0,2
743,733,260,183,3,2,1,0
90,91,655,723,0,1,2,3
590,745,408,454,2,3,0,1
388,528,351,249,2,3,1,0
6,918,950,950,0,1,2,3
763,25,818,716,2,0,3,1
995,661,242,195,3,2,1,0
454,182,811,746,1,0,3,2
400,96,788,597,1,0,3,2
774,45,243,83,3,0,2,1
501,870,813,383,1,3,2,0
284,85,505,863,1,0,2,3
31,957,144,429,0,3,1,2
122,955,976,34,1,2,3,0
40,598,600,462,0,2,3,1
741,579,284,876,2,1,0,3
924,824,637,939,2,1,0,3
553,47,673,146,2,0,3,1
89,598,698,860,0,1,2,3
959,326,737,557,3,0,2,1
855,257,188,109,3,2,1,0
92,7,502,760,1,0,2,3
281,723,526,484,0,3,2,1
803,776,341,94,3,2,1,0
632,359,110,275,3,2,0,1
463,202,869,131,2,1,3,0
82,150,530,558,0,1,2,3
268,903,166,183,2,3,0,1
495,682,421,631,1,3,0,2
152,52,98,889,2,0,1,3
208,741,186,727,1,3,0,2
794,115,483,461,3,0,2,1
571,729,231,280,2,3,0,1
993,643,34,613,3,2,0,1
641,191,535,728,2,0,1,3
891,677,323,746,3,1,0,2
495,358,397,284,3,1,2,0
909,117,385,832,3,0,1,2
650,7,972,26,2,0,3,1
91,88,148,827,1,0,2,3
139,3,38,83,3,0,1,2
0,769,365,602,0,3,1,2
341,740,493,980,0,2,1,3
401,733,499,46,1,3,2,0
68,789,480,786,0,3,1,2
905,180,619,730,3,0,1,2
113,945,568,355,0,3,2,1
740,81,596,972,2,0,1,3
836,804,584,466,3,2,1,0
717,66,219,267,3,0,1,2
270,783,388,620,0,3,1,2
294,489,380,991,0,2,1,3
707,816,70,29,2,3,1,0
502,585,813,241,1,2,3,0
588,751,471,77,2,3,1,0
648,837,696,631,1,3,2,0
70,551,220,254,0,3,1,2
996,143,706,803,3,0,1,2
16,217,593,270,0,1,3,2
791,377,393,643,3,0,1,2
111,419,894,230,0,2,3,1
576,970,762,443,1,3,2,0
319,127,236,684,2,0,1,3
951,491,444,693,3,1,0,2
838,565,275,599,3,1,0,2
748,689,211,231,3,2,0,1
759,742,994,462,2,1,3,0
623,347,274,574,3,1,0,2
297,629,449,657,0,2,1,3
186,549,924,630,0,1,3,2
733,403,467,404,3,0,2,1
519,153,135,904,2,1,0,3
858,30,90,449,3,0,1,2
75,664,0,458,1,3,0,2
125,472,643,917,0,1,2,3
554,384,507,59,3,1,2,0
728,768,278,481,2,3,0,1
567,118,93,232,3,1,0,2
624,465,781,113,2,1,3,0
168,904,109,714,1,3,0,2
10,316,932,333,0,1,3,2
527,369,723,968,1,0,2,3
920,850,633,58,3,2,1,0
811,210,958,982,1,0,2,3
934,637,457,81,3,2,1,0
366,750,606,566,0,3,2,1
205,546,280,366,0,3,1,2
788,353,47,907,2,1,0,3
797,798,23,805,1,2,0,3
236,268,114,302,1,2,0,3
593,212,535,956,2,0,1,3
133,558,131,889,1,2,0,3
115,813,52,898,1,2,0,3
372,323,869,507,1,0,3,2
106,925,269,379,0,3,1,2
211,241,369,12,1,2,3,0
265,915,876,435,0,3,2,1
846,371,362,793,3,1,0,2
820,710,266,510,3,2,0,1
321,825,851,815,0,2,3,1
348,158,938,911,1,0,3,2
185,214,169,499,1,2,0,3
112,382,323,92,1,3,2,0
579,698,465,994,1,2,0,3
75,402,561,490,0,1,3,2
859,197,861,451,2,0,3,1
99,9,839,464,1,0,3,2
500,189,951,468,2,0,3,1
624,495,417,79,3,2,1,0
923,697,512,793,3,1,0,2
379,793,976,434,0,2,3,1
414,448,629,521,0,1,3,2
124,638,959,868,0,1,3,2
901,65,351,641,3,0,1,2
331,13,773,126,2,0,3,1
640,532,275,307,3,2,0,1
962,287,346,724,3,0,1,2
86,861,893,115,0,2,3,1
118,413,671,510,0,1,3,2
401,60,124,450,2,0,1,3
102,178,936,684,0,1,3,2
229,149,278,183,2,0,3,1
568,852,373,78,2,3,1,0
971,210,888,663,3,0,2,1
602,550,494,893,2,1,0,3
842,547,501,10,3,2,1,0
312,641,700,611,0,2,3,1
218,619,362,564,0,3,1,2
56,582,659,530,0,2,3,1
428,924,187,392,2,3,0,1
541,418,946,191,2,1,3,0
513,174,66,884,2,1,0,3
846,754,947,142,2,1,3,0
98,522,261,945,0,2,1,3
957,424,729,259,3,1,2,0
389,190,599,606,1,0,2,3
937,605,421,651,3,1,0,2
351,431,736,92,1,2,3,0
69,835,418,7,1,3,2,0
421,280,526,916,1,0,2,3
65,936,877,916,0,3,1,2
517,819,8,202,2,3,0,1
70,133,223,624,0,1,2,3
103,965,555,585,0,3,1,2
133,152,457,0,1,2,3,0
900,937,189,746,2,3,0,1
881,395,560,707,3,0,1,2
253,913,88,4,2,3,1,0
177,299,234,954,0,2,1,3
627,212,623,930,2,0,1,3
528,222,367,941,2,0,1,3
517,253,370,977,2,0,1,3
380,438,542,404,0,2,3,1
588,413,117,651,2,1,0,3
254,933,876,853,0,3,2,1
381,869,402,886,0,2,1,3
576,26,325,516,3,0,1,2
661,193,986,46,2,1,3,0
200,707,282,974,0,2,1,3
360,793,420,39,1,3,2,0
864,566,504,460,3,2,1,0
707,63,227,770,2,0,1,3
639,940,510,916,1,3,0,2
86,625,470,718,0,2,1,3
915,140,158,602,3,0,1,2
