950,911,166,240,334,674,282,878,7,6,0,1,3,4,2,5
3,927,422,749,769,355,803,138,0,7,3,4,5,2,6,1
797,589,208,981,599,77,754,181,6,3,2,7,4,0,5,1
414,258,799,113,42,652,987,412,4,2,6,1,0,5,7,3
733,635,602,731,952,587,872,579,5,3,2,4,7,1,6,0
113,853,815,453,140,965,794,134,0,6,5,3,2,7,4,1
186,482,384,837,369,103,633,452,1,5,3,7,2,0,6,4
827,729,212,391,257,675,280,870,6,5,0,3,1,4,2,7
808,768,906,358,311,749,254,202,6,5,7,3,2,4,1,0
264,596,197,187,19,721,493,484,3,6,2,1,0,7,5,4
576,65,91,370,266,952,935,599,4,0,1,3,2,7,6,5
71,164,767,18,80,220,733,851,1,3,6,0,2,4,5,7
244,300,780,338,314,301,889,357,0,1,6,4,3,2,7,5
628,929,904,617,879,455,54,295,4,7,6,3,5,2,0,1
546,740,101,984,846,46,630,640,2,5,1,7,6,0,3,4
360,862,246,465,773,900,71,551,2,6,1,3,5,7,0,4
266,237,229,898,542,658,647,441,2,1,0,7,4,6,5,3
206,310,220,256,939,365,398,154,1,4,2,3,7,5,6,0
629,808,64,980,708,18,14,16,4,6,3,7,5,2,0,1
557,857,113,308,738,897,920,981,2,4,0,1,3,5,6,7
710,222,899,4,639,315,927,14,5,2,6,0,4,3,7,1
436,500,246,91,147,852,377,802,4,5,2,0,1,7,3,6
874,843,715,721,714,546,964,939,5,4,2,3,1,0,7,6
449,471,677,29,719,678,822,281,2,3,4,0,6,5,7,1
243,281,964,495,357,521,960,336,0,1,7,4,3,5,6,2
675,266,547,43,515,439,483,652,7,1,5,0,4,2,3,6
791,894,185,216,675,678,305,752,6,7,0,1,3,4,2,5
932,293,751,712,485,434,374,288,7,1,6,5,4,3,2,0
756,177,853,83,133,542,784,952,4,2,6,0,1,3,5,7
502,754,647,542,572,582,432,924,1,6,5,2,3,4,0,7
299,832,388,249,40,306,534,635,2,7,4,1,0,3,5,6
770,5,705,790,657,98,713,18,6,0,4,7,3,2,5,1
378,386,907,114,306,469,343,360,4,5,7,0,1,6,2,3
109,876,239,72,936,548,998,818,1,5,2,0,6,3,7,4
283,9,316,128,630,32,587,696,3,0,4,2,6,1,5,7
45,389,43,942,332,991,152,630,1,4,0,6,3,7,2,5
276,317,702,402,658,623,810,757,0,1,5,2,4,3,7,6
532,440,628,604,93,511,183,34,5,3,7,6,1,4,2,0
741,914,718,745,41,581,595,8,5,7,4,6,1,2,3,0
901,210,806,83,360,319,84,470,7,2,6,0,4,3,1,5
327,561,497,258,973,281,899,80,3,5,4,1,7,2,6,0
299,695,297,830,796,71,384,520,2,5,1,7,6,0,3,4
711,350,370,838,124,911,965,904,3,1,2,4,0,6,7,5
458,746,168,19,246,679,505,442,4,7,1,0,2,6,5,3
845,119,343,989,146,343,243,883,5,0,3,7,1,4,2,6
852,677,934,710,39,113,822,425,6,3,7,4,0,1,5,2
662,452,962,735,260,642,419,284,5,3,7,6,0,4,2,1
777,288,358,220,355,874,145,22,6,3,5,2,4,7,1,0
494,630,555,939,140,964,637,983,1,3,2,5,0,6,4,7
153,996,811,498,923,633,909,443,0,7,4,2,6,3,5,1
545,93,47,378,557,710,191,223,5,1,0,4,6,7,2,3
946,880,461,160,223,65,236,288,7,6,5,1,2,0,3,4
781,549,58,589,171,9,137,604,7,4,1,5,3,0,2,6
62,324,338,821,473,615,44,105,1,3,4,7,5,6,0,2
213,129,400,268,272,429,913,539,1,0,4,2,3,5,7,6
729,61,316,306,648,886,285,826,5,0,3,2,4,7,1,6
267,468,776,36,894,585,388,0,2,4,6,1,7,5,3,0
451,165,585,85,311,985,627,373,4,1,5,0,2,7,6,3
586,292,563,346,425,268,924,890,5,1,4,2,3,0,7,6
687,283,640,58,38,71,378,653,7,3,5,1,0,2,4,6
934,183,109,69,188,671,888,897,7,2,1,0,3,4,5,6
507,306,226,387,170,32,797,730,5,3,2,4,1,0,7,6
561,904,713,729,20,872,312,479,3,7,4,5,0,6,1,2
0,188,770,47,193,80,678,490,0,3,7,1,4,2,6,5
60,595,603,234,493,965,409,267,0,5,6,1,4,7,3,2
995,522,802,832,548,384,345,624,7,2,5,6,3,1,0,4
886,43,845,207,815,610,927,718,6,0,5,1,4,2,7,3
14,100,205,783,525,287,928,33,0,2,3,6,5,4,7,1
310,858,817,280,980,625,878,119,2,5,4,1,7,3,6,0
238,608,206,97,196,973,313,382,3,6,2,0,1,7,4,5
236,758,264,514,439,487,409,826,0,6,1,5,3,4,2,7
545,870,21,27,38,234,97,418,6,7,0,1,2,4,3,5
576,501,646,775,418,219,843,68,4,3,5,6,2,1,7,0
508,402,847,713,590,798,339,502,3,1,7,5,4,6,0,2
456,771,140,349,576,380,993,992,3,5,0,1,4,2,7,6
233,131,341,977,566,410,185,553,2,0,3,7,6,4,1,5
94,76,692,337,55,167,874,290,2,1,6,5,0,3,7,4
795,356,637,56,156,925,100,99,6,4,5,0,3,7,2,1
647,635,318,288,193,661,680,158,5,4,3,2,1,6,7,0
844,456,61,528,690,460,573,655,7,1,0,3,6,2,4,5
667,97,661,892,888,895,936,660,3,0,2,5,4,6,7,1
624,758,384,648,871,235,291,138,4,6,3,5,7,1,2,0
140,20,322,179,749,414,375,694,1,0,3,2,7,5,4,6
186,893,836,833,336,38,851,499,1,7,5,4,2,0,6,3
131,140,134,157,652,450,396,53,1,3,2,4,7,6,5,0
113,632,81,472,224,473,794,455,1,6,0,4,2,5,7,3
388,573,110,598,472,304,698,595,2,4,0,6,3,1,7,5
428,818,505,962,457,265,789,584,1,6,3,7,2,0,5,4
607,154,901,692,335,92,598,728,4,1,7,5,2,0,3,6
277,548,961,882,704,367,490,610,0,3,7,6,5,1,2,4
944,290,928,329,931,897,64,846,7,1,5,2,6,4,0,3
372,314,306,961,207,611,6,621,4,3,2,7,1,5,0,6
732,887,73,417,821,404,675,167,5,7,0,3,6,2,4,1
524,124,872,617,119,548,647,525,2,1,7,5,0,4,6,3
785,162,175,415,185,615,282,652,7,0,1,4,2,5,3,6
45,991,674,255,95,339,704,986,0,7,4,2,1,3,5,6
816,196,874,868,112,636,377,955,4,1,6,5,0,3,2,7
349,347,718,628,82,708,449,488,2,1,7,5,0,6,3,4
958,345,849,215,522,588,645,406,7,1,6,0,3,4,5,2
603,337,69,28,340,931,110,329,6,4,1,0,5,7,2,3
941,530,544,0,448,575,902,241,7,3,4,0,2,5,6,1
543,324,466,55,341,690,981,438,5,1,4,0,2,6,7,3
167,369,790,635,363,118,237,844,1,4,6,5,3,0,2,7
699,491,687,187,937,443,698,303,6,3,4,0,7,2,5,1
629,584,81,373,416,485,865,103,6,5,0,2,3,4,7,1
65,861,295,318,716,331,83,642,0,7,2,3,6,4,1,5
644,123,6,172,914,232,301,846,5,1,0,2,7,3,4,6
674,810,321,590,561,721,581,441,5,7,0,4,2,6,3,1
768,242,492,48,950,246,14,684,6,2,4,1,7,3,0,5
259,631,873,558,253,43,277,74,3,6,7,5,2,0,4,1
888,949,715,423,835,20,508,30,6,7,4,2,5,0,3,1
58,891,917,218,336,692,810,610,0,6,7,1,2,4,5,3
843,685,502,569,756,970,871,88,5,3,1,2,4,7,6,0
587,65,414,491,71,130,111,259,7,0,5,6,1,3,2,4
112,508,100,231,110,322,333,769,2,6,0,3,1,4,5,7
778,636,479,835,868,943,387,241,4,3,2,5,6,7,1,0
613,750,776,717,829,38,880,341,2,4,5,3,6,0,7,1
731,168,141,535,520,155,294,805,6,2,0,5,4,1,3,7
876,289,263,615,442,119,660,984,6,2,1,4,3,0,5,7
9,973,7,201,581,982,638,749,1,6,0,2,3,7,4,5
460,792,536,747,469,432,543,706,1,7,3,6,2,0,4,5
703,536,440,995,576,173,727,398,5,3,2,7,4,0,6,1
677,571,83,824,777,975,471,305,4,3,0,6,5,7,2,1
561,800,712,456,212,485,240,876,4,6,5,2,0,3,1,7
501,214,793,149,382,225,485,305,6,1,7,0,4,2,5,3
753,769,214,627,440,7,114,700,6,7,2,4,3,0,1,5
445,184,965,520,950,198,79,344,4,1,7,5,6,2,0,3
879,239,17,67,901,995,485,14,5,3,1,2,6,7,4,0
630,778,275,151,331,269,193,189,6,7,4,0,5,3,2,1
154,566,216,411,65,661,90,385,2,6,3,5,0,7,1,4
310,267,180,320,900,858,921,122,3,2,1,4,6,5,7,0
387,252,471,276,270,476,374,407,4,0,6,2,1,7,3,5
305,893,113,314,653,420,599,991,1,6,0,2,5,3,4,7
554,627,297,354,50,844,820,429,4,5,1,2,0,7,6,3
552,590,475,672,13,44,390,537,5,6,3,7,0,1,2,4
955,324,459,499,339,989,579,283,6,1,3,4,2,7,5,0
920,442,967,496,883,185,940,705,5,1,7,2,4,0,6,3
225,150,25,483,573,686,313,146,3,2,0,5,6,7,4,1
741,948,211,946,100,769,471,340,4,7,1,6,0,5,3,2
882,513,807,955,943,213,78,905,4,2,3,7,6,1,0,5
157,537,102,364,36,45,292,48,4,7,3,6,0,1,5,2
363,100,502,133,703,38,576,723,3,1,4,2,6,0,5,7
669,16,426,688,232,307,625,882,5,0,3,6,1,2,4,7
702,992,767,971,103,739,676,902,2,7,4,6,0,3,1,5
2,137,114,245,653,991,105,20,0,4,3,5,6,7,2,1
973,688,808,620,667,135,514,475,7,5,6,3,4,0,2,1
551,229,59,763,584,570,564,494,3,1,0,7,6,5,4,2
68,888,464,55,955,743,851,206,1,6,3,0,7,4,5,2
259,946,132,347,745,93,177,592,3,7,1,4,6,0,2,5
835,249,228,808,102,194,37,916,6,4,3,5,1,2,0,7
132,576,912,554,61,283,193,747,1,5,7,4,0,3,2,6
239,18,66,629,481,608,217,4,4,1,2,7,5,6,3,0
830,263,78,482,81,526,171,821,7,3,0,4,1,5,2,6
615,117,36,747,815,281,961,891,3,1,0,4,5,2,7,6
529,172,480,694,103,620,703,61,4,2,3,6,1,5,7,0
565,166,793,280,750,366,193,362,5,0,7,2,6,4,1,3
361,625,680,361,471,670,183,552,1,5,7,2,3,6,0,4
183,32,829,75,848,336,714,894,2,0,5,1,6,3,4,7
740,847,324,720,593,509,91,337,6,7,1,5,4,3,0,2
125,718,144,728,360,656,583,620,0,6,1,7,2,5,3,4
300,198,208,282,587,241,468,733,4,0,1,3,6,2,5,7
749,890,877,913,713,804,528,238,3,6,5,7,2,4,1,0
210,32,975,837,869,438,272,644,1,0,7,5,6,3,2,4
299,673,742,758,916,194,347,380,1,4,5,6,7,0,2,3
272,359,240,10,627,533,105,826,3,4,2,0,6,5,1,7
109,765,761,41,757,232,490,196,1,7,6,0,5,3,4,2
279,97,469,963,828,612,281,728,1,0,3,7,6,4,2,5
785,983,348,134,483,459,494,154,6,7,2,0,4,3,5,1
141,765,121,27,34,562,332,852,3,6,2,0,1,5,4,7
294,543,734,420,835,614,504,347,0,4,6,2,7,5,3,1
478,499,180,300,957,650,137,813,3,4,1,2,7,5,0,6
959,796,795,557,346,844,966,219,6,4,3,2,1,5,7,0
399,185,619,237,729,777,152,956,3,1,4,2,5,6,0,7
792,5,538,254,910,731,753,638,6,0,2,1,7,4,5,3
502,622,887,224,433,140,745,919,3,4,6,1,2,0,5,7
739,493,622,749,992,883,415,812,3,1,2,4,7,6,0,5
266,252,94,589,365,500,845,763,2,1,0,5,3,4,7,6
640,246,369,231,849,168,828,649,4,2,3,1,7,0,6,5
263,968,321,906,556,971,929,959,0,6,1,3,2,7,4,5
947,982,969,792,41,26,395,641,5,7,6,4,1,0,2,3
177,420,534,136,610,643,217,520,1,3,5,0,6,7,2,4
896,605,959,92,606,746,51,822,6,2,7,1,3,4,0,5
193,720,461,836,444,664,437,376,0,6,4,7,3,5,2,1
258,966,124,49,874,889,349,404,2,7,1,0,5,6,3,4
640,50,70,519,275,45,538,619,7,1,2,4,3,0,5,6
873,391,78,356,597,283,367,724,7,4,0,2,5,1,3,6
874,968,279,352,850,997,512,910,4,6,0,1,3,7,2,5
816,891,729,339,28,963,754,599,5,6,3,1,0,7,4,2
885,103,9,386,277,819,876,953,6,1,0,3,2,4,5,7
581,729,54,851,665,765,520,130,3,5,0,7,4,6,2,1
909,323,383,173,443,49,251,884,7,3,4,1,5,0,2,6
446,758,640,174,383,993,205,933,3,5,4,0,2,7,1,6
783,499,336,255,91,119,571,146,7,5,4,3,0,1,6,2
76,654,795,234,799,533,164,947,0,4,5,2,6,3,1,7
219,600,464,565,492,635,133,621,1,5,2,4,3,7,0,6
734,943,216,236,455,475,61,555,6,7,1,2,3,4,0,5
661,723,368,182,889,812,81,960,3,4,2,1,6,5,0,7
226,840,504,960,906,834,643,565,0,5,1,7,6,4,3,2
995,401,294,973,434,525,898,998,6,1,0,5,2,3,4,7
340,891,833,723,14,872,865,925,1,6,3,2,0,5,4,7
578,797,999,289,101,173,237,578,4,6,7,3,0,1,2,5
931,77,672,118,708,226,113,962,6,0,4,2,5,3,1,7
993,477,907,193,111,9,128,777,7,4,6,3,1,0,2,5
21,144,939,390,21,944,525,303,0,2,6,4,1,7,5,3
204,187,834,210,648,309,512,284,1,0,7,2,6,4,5,3
831,508,281,395,808,462,907,748,6,3,0,1,5,2,7,4
623,575,255,355,76,590,733,155,6,4,2,3,0,5,7,1
363,62,69,127,956,554,13,113,5,1,2,4,7,6,0,3
778,702,642,4,490,361,785,328,6,5,4,0,3,2,7,1
282,321,628,590,591,190,808,118,2,3,6,4,5,1,7,0
386,628,328,915,861,253,466,806,2,4,1,7,6,0,3,5
243,712,363,707,390,823,696,964,0,5,1,4,2,6,3,7
299,724,211,715,851,485,182,857,2,5,1,4,6,3,0,7
115,30,365,175,340,58,374,178,2,0,6,3,5,1,7,4
205,486,764,620,349,156,941,86,2,4,6,5,3,1,7,0
402,100,197,725,230,604,913,630,3,0,1,6,2,4,7,5
494,244,992,628,324,689,369,772,3,0,7,4,1,5,2,6
697,500,316,255,155,664,378,936,6,4,2,1,0,5,3,7
806,484,67,127,494,380,737,845,6,3,0,1,4,2,5,7
499,903,539,921,279,538,880,164,2,6,4,7,1,3,5,0
837,185,372,17,572,424,240,895,6,1,3,0,5,4,2,7
280,904,32,1,131,919,12,168,5,6,2,0,3,7,1,4
929,695,267,415,612,803,498,582,7,5,0,1,4,6,2,3
434,717,463,936,654,912,347,694,1,5,2,7,3,6,0,4
962,20,919,963,384,414,68,815,6,0,5,7,2,3,1,4
936,766,514,64,852,530,335,114,7,5,3,0,6,4,2,1
212,411,292,839,257,6,605,779,1,4,3,7,2,0,5,6
566,778,126,674,923,50,898,889,2,4,1,3,7,0,6,5
589,325,615,367,759,257,925,174,4,2,5,3,6,1,7,0
195,648,662,143,287,719,592,776,1,4,5,0,2,6,3,7
81,626,704,547,605,75,765,968,1,4,5,2,3,0,6,7
329,870,133,398,633,33,348,83,3,7,2,5,6,0,4,1
519,1,749,684,260,303,854,127,4,0,6,5,2,3,7,1
171,961,50,81,886,560,871,553,2,7,0,1,6,4,5,3
208,159,90,893,75,65,480,561,4,3,2,7,1,0,5,6
325,459,436,771,311,234,453,32,3,6,4,7,2,1,5,0
290,985,439,677,958,118,408,339,1,7,4,5,6,0,3,2
929,124,396,965,68,317,231,757,6,1,4,7,0,3,2,5
390,894,643,263,762,527,789,965,1,6,3,0,4,2,5,7
93,347,788,324,257,721,780,564,0,3,7,2,1,5,6,4
242,689,350,814,786,950,23,507,1,4,2,6,5,7,0,3
50,812,28,832,927,450,894,949,1,3,0,4,6,2,5,7
868,909,350,219,542,920,127,12,5,6,3,2,4,7,1,0
249,561,991,223,632,35,284,242,3,5,7,1,6,0,4,2
695,506,959,39,633,33,378,592,6,3,7,1,5,0,2,4
247,797,350,450,90,745,96,7,3,7,4,5,1,6,2,0
755,499,13,513,425,849,109,371,6,4,0,5,3,7,1,2
373,336,241,292,496,867,586,983,3,2,0,1,4,6,5,7
118,933,359,234,396,809,379,814,0,7,2,1,4,5,3,6
59,497,911,973,18,857,52,717,2,3,6,7,0,5,1,4
191,422,356,617,941,125,851,379,1,4,2,5,7,0,6,3
763,840,494,710,819,540,117,810,4,7,1,3,6,2,0,5
407,89,942,91,771,287,805,47,4,1,7,2,5,3,6,0
425,858,198,675,251,346,856,558,3,7,0,5,1,2,6,4
325,479,636,363,845,561,469,500,0,3,6,1,7,5,2,4
695,786,303,644,779,189,142,528,5,7,2,4,6,1,0,3
953,374,139,816,74,699,18,622,7,3,2,6,1,5,0,4
259,85,524,232,608,405,963,387,2,0,5,1,6,4,7,3
74,478,69,598,341,707,962,318,1,4,0,5,3,6,7,2
191,60,480,611,372,601,57,802,2,1,4,6,3,5,0,7
832,421,613,533,188,517,344,298,7,3,6,5,0,4,2,1
612,738,81,946,965,633,890,988,1,3,0,5,6,2,4,7
492,539,768,588,673,759,492,547,0,2,7,4,5,6,1,3
867,885,494,182,401,122,456,591,6,7,4,1,2,0,3,5
869,808,397,429,83,419,371,704,7,6,2,4,0,3,1,5
919,120,515,860,445,511,171,673,7,0,4,6,2,3,1,5
371,750,858,974,787,21,759,953,1,2,5,7,4,0,3,6
709,134,897,0,444,325,515,728,5,1,7,0,3,2,4,6
335,506,459,817,225,906,328,12,3,5,4,6,1,7,2,0
144,706,230,853,814,878,769,359,0,3,1,6,5,7,4,2
603,175,14,599,830,652,865,609,3,1,0,2,6,5,7,4
215,861,152,260,905,836,241,228,1,6,0,4,7,5,3,2
873,796,967,976,866,994,96,596,4,2,5,6,3,7,0,1
456,372,672,288,177,996,835,118,4,3,5,2,1,7,6,0
134,525,526,400,832,703,572,348,0,3,4,2,7,6,5,1
801,490,384,542,597,80,864,145,6,3,2,4,5,0,7,1
245,225,688,185,244,964,593,365,3,1,6,0,2,7,5,4
57,785,289,583,535,874,756,30,1,6,2,4,3,7,5,0
951,990,119,125,179,10,233,522,6,7,1,2,3,0,4,5
166,968,879,151,6,324,403,321,2,7,6,1,0,4,5,3
957,827,301,110,391,847,476,542,7,5,1,0,2,6,3,4
883,565,914,68,216,455,361,683,6,4,7,0,1,3,2,5
198,905,608,383,109,146,47,467,3,7,6,4,1,2,0,5
435,178,85,630,75,62,200,90,6,4,2,7,1,0,5,3
538,468,698,434,295,443,657,991,4,3,6,1,0,2,5,7
803,912,611,4,740,159,222,632,6,7,3,0,5,1,2,4
903,973,543,297,793,995,955,461,4,6,2,0,3,7,5,1
30,55,866,772,618,10,729,274,1,2,7,6,4,0,5,3
392,203,688,494,679,55,548,383,3,1,7,4,6,0,5,2
922,516,659,997,869,853,509,522,6,1,3,7,5,4,0,2
891,578,573,582,167,336,758,940,6,3,2,4,0,1,5,7
548,221,364,529,819,75,853,625,4,1,2,3,6,0,7,5
190,383,890,508,376,882,128,83,2,4,7,5,3,6,1,0
217,73,701,117,476,650,188,939,3,0,6,1,4,5,2,7
995,317,505,933,586,627,435,304,7,1,3,6,4,5,2,0
598,395,3,840,860,599,273,877,3,2,0,5,6,4,1,7
611,789,377,47,948,387,431,985,4,5,1,0,6,2,3,7
476,194,43,41,968,50,734,233,5,3,1,0,7,2,6,4
592,686,887,735,869,736,700,939,0,1,6,3,5,4,2,7
694,786,746,480,931,716,527,817,2,5,4,0,7,3,1,6
871,487,459,142,54,501,528,531,7,3,2,1,0,4,5,6
263,30,686,551,798,346,987,753,1,0,4,3,6,2,7,5
365,958,670,500,170,32,860,388,2,7,5,4,1,0,6,3
