868,308,658,75,480,499,5,1,4,0,2,3
102,975,120,758,212,68,1,5,2,4,3,0
606,793,44,586,438,396,4,5,0,3,2,1
587,376,241,473,347,752,4,2,0,3,1,5
500,439,729,640,65,58,3,2,5,4,1,0
204,917,722,751,815,724,0,5,1,3,4,2
662,758,328,764,659,907,2,3,0,4,1,5
604,331,989,278,674,89,3,2,5,1,4,0
706,652,532,713,139,981,3,2,1,4,0,5
388,662,0,710,336,50,3,4,0,5,2,1
894,851,80,512,855,384,5,3,0,2,4,1
51,372,855,468,428,470,0,1,5,3,2,4
306,963,828,483,18,18,2,5,4,3,1,0
568,16,869,870,6,168,3,1,4,5,0,2
175,446,712,466,691,465,0,1,5,3,4,2
859,815,243,12,111,657,5,4,2,0,1,3
281,939,921,715,739,372,0,5,4,2,3,1
749,966,368,112,976,412,3,4,1,0,5,2
460,740,477,114,556,413,2,5,3,0,4,1
190,240,161,737,327,413,1,2,0,5,3,4
302,287,824,373,32,777,2,1,5,3,0,4
988,297,790,824,613,210,5,1,3,4,2,0
793,712,194,494,432,660,5,4,0,2,1,3
248,748,718,116,597,26,2,5,4,1,3,0
892,985,753,762,16,476,4,5,2,3,0,1
970,76,236,971,373,24,4,1,2,5,3,0
179,550,151,726,921,193,1,3,0,4,5,2
242,169,659,16,813,659,2,1,3,0,5,4
720,296,23,758,654,414,4,1,0,5,3,2
553,522,98,262,13,487,5,4,1,2,0,3
153,545,357,894,506,994,0,3,1,4,2,5
37,600,55,366,299,109,0,5,1,4,3,2
4,252,779,497,543,88,0,2,5,3,4,1
79,612,841,101,612,217,0,3,5,1,4,2
583,826,514,814,200,758,2,5,1,4,0,3
165,407,71,43,999,11,3,4,2,1,5,0
730,10,652,151,209,860,4,0,3,1,2,5
564,609,411,161,268,85,4,5,3,1,2,0
736,787,569,901,137,160,3,4,2,5,0,1
360,49,528,726,640,885,1,0,2,4,3,5
862,895,868,552,441,835,3,5,4,1,0,2
740,555,494,278,566,143,5,3,2,1,4,0
22,37,479,897,244,137,0,1,4,5,3,2
126,346,78,78,869,194,2,4,1,0,5,3
497,357,730,682,894,663,1,0,4,3,5,2
129,622,480,904,278,685,0,3,2,5,1,4
552,660,179,400,243,353,4,5,0,3,1,2
790,667,22,437,393,782,5,3,0,2,1,4
234,41,232,108,565,147,4,0,3,1,5,2
799,562,732,909,12,864,3,1,2,5,0,4
997,589,406,151,219,437,5,4,2,0,1,3
950,911,166,240,334,674,5,4,0,1,2,3
3,927,422,749,769,355,0,5,2,3,4,1
797,589,208,981,599,77,4,2,1,5,3,0
414,258,799,113,42,652,3,2,5,1,0,4
733,635,602,731,952,587,4,2,1,3,5,0
113,853,815,453,140,965,0,4,3,2,1,5
186,482,384,837,369,103,1,4,3,5,2,0
827,729,212,391,257,675,5,4,0,2,1,3
808,768,906,358,311,749,4,3,5,1,0,2
264,596,197,187,19,721,3,4,2,1,0,5
576,65,91,370,266,952,4,0,1,3,2,5
71,164,767,18,80,220,1,3,5,0,2,4
244,300,780,338,314,301,0,1,5,4,3,2
628,929,904,617,879,455,2,5,4,1,3,0
546,740,101,984,846,46,2,3,1,5,4,0
360,862,246,465,773,900,1,4,0,2,3,5
266,237,229,898,542,658,2,1,0,5,3,4
206,310,220,256,939,365,0,3,1,2,5,4
629,808,64,980,708,18,2,4,1,5,3,0
557,857,113,308,738,897,2,4,0,1,3,5
710,222,899,4,639,315,4,1,5,0,3,2
436,500,246,91,147,852,3,4,2,0,1,5
874,843,715,721,714,546,5,4,2,3,1,0
449,471,677,29,719,678,1,2,3,0,5,4
243,281,964,495,357,521,0,1,5,3,2,4
675,266,547,43,515,439,5,1,4,0,3,2
791,894,185,216,675,678,4,5,0,1,2,3
932,293,751,712,485,434,5,0,4,3,2,1
756,177,853,83,133,542,4,2,5,0,1,3
502,754,647,542,572,582,0,5,4,1,2,3
299,832,388,249,40,306,2,5,4,1,0,3
770,5,705,790,657,98,4,0,3,5,2,1
378,386,907,114,306,469,2,3,5,0,1,4
109,876,239,72,936,548,1,4,2,0,5,3
283,9,316,128,630,32,3,0,4,2,5,1
45,389,43,942,332,991,1,3,0,4,2,5
276,317,702,402,658,623,0,1,5,2,4,3
532,440,628,604,93,511,3,1,5,4,0,2
741,914,718,745,41,581,3,5,2,4,0,1
901,210,806,83,360,319,5,1,4,0,3,2
327,561,497,258,973,281,2,4,3,0,5,1
299,695,297,830,796,71,2,3,1,5,4,0
711,350,370,838,124,911,3,1,2,4,0,5
458,746,168,19,246,679,3,5,1,0,2,4
845,119,343,989,146,343,4,0,3,5,1,2
852,677,934,710,39,113,4,2,5,3,0,1
662,452,962,735,260,642,3,1,5,4,0,2
777,288,358,220,355,874,4,1,3,0,2,5
494,630,555,939,140,964,1,3,2,4,0,5
153,996,811,498,923,633,0,5,3,1,4,2
545,93,47,378,557,710,3,1,0,2,4,5
946,880,461,160,223,65,5,4,3,1,2,0
781,549,58,589,171,9,5,3,1,4,2,0
62,324,338,821,473,615,0,1,2,5,3,4
213,129,400,268,272,429,1,0,4,2,3,5
729,61,316,306,648,886,4,0,2,1,3,5
267,468,776,36,894,585,1,2,4,0,5,3
451,165,585,85,311,985,3,1,4,0,2,5
586,292,563,346,425,268,5,1,4,2,3,0
687,283,640,58,38,71,5,3,4,1,0,2
934,183,109,69,188,671,5,2,1,0,3,4
507,306,226,387,170,32,5,3,2,4,1,0
561,904,713,729,20,872,1,5,2,3,0,4
0,188,770,47,193,80,0,3,5,1,4,2
60,595,603,234,493,965,0,3,4,1,2,5
995,522,802,832,548,384,5,1,3,4,2,0
886,43,845,207,815,610,5,0,4,1,3,2
14,100,205,783,525,287,0,1,2,5,4,3
310,858,817,280,980,625,1,4,3,0,5,2
238,608,206,97,196,973,3,4,2,0,1,5
236,758,264,514,439,487,0,5,1,4,2,3
545,870,21,27,38,234,4,5,0,1,2,3
576,501,646,775,418,219,3,2,4,5,1,0
508,402,847,713,590,798,1,0,5,3,2,4
456,771,140,349,576,380,3,5,0,1,4,2
233,131,341,977,566,410,1,0,2,5,4,3
94,76,692,337,55,167,2,1,5,4,0,3
795,356,637,56,156,925,4,2,3,0,1,5
647,635,318,288,193,661,4,3,2,1,0,5
844,456,61,528,690,460,5,1,0,3,4,2
667,97,661,892,888,895,2,0,1,4,3,5
624,758,384,648,871,235,2,4,1,3,5,0
140,20,322,179,749,414,1,0,3,2,5,4
186,893,836,833,336,38,1,5,4,3,2,0
131,140,134,157,652,450,0,2,1,3,5,4
113,632,81,472,224,473,1,5,0,3,2,4
388,573,110,598,472,304,2,4,0,5,3,1
428,818,505,962,457,265,1,4,3,5,2,0
607,154,901,692,335,92,3,1,5,4,2,0
277,548,961,882,704,367,0,2,5,4,3,1
944,290,928,329,931,897,5,0,3,1,4,2
372,314,306,961,207,611,3,2,1,5,0,4
732,887,73,417,821,404,3,5,0,2,4,1
524,124,872,617,119,548,2,1,5,4,0,3
785,162,175,415,185,615,5,0,1,3,2,4
45,991,674,255,95,339,0,5,4,2,1,3
816,196,874,868,112,636,3,1,5,4,0,2
349,347,718,628,82,708,2,1,5,3,0,4
958,345,849,215,522,588,5,1,4,0,2,3
603,337,69,28,340,931,4,2,1,0,3,5
941,530,544,0,448,575,5,2,3,0,1,4
543,324,466,55,341,690,4,1,3,0,2,5
167,369,790,635,363,118,1,3,5,4,2,0
699,491,687,187,937,443,4,2,3,0,5,1
629,584,81,373,416,485,5,4,0,1,2,3
65,861,295,318,716,331,0,5,1,2,4,3
644,123,6,172,914,232,4,1,0,2,5,3
674,810,321,590,561,721,3,5,0,2,1,4
768,242,492,48,950,246,4,1,3,0,5,2
259,631,873,558,253,43,2,4,5,3,1,0
888,949,715,423,835,20,4,5,2,1,3,0
58,891,917,218,336,692,0,4,5,1,2,3
843,685,502,569,756,970,4,2,0,1,3,5
587,65,414,491,71,130,5,0,3,4,1,2
112,508,100,231,110,322,2,5,0,3,1,4
778,636,479,835,868,943,2,1,0,3,4,5
613,750,776,717,829,38,1,3,4,2,5,0
731,168,141,535,520,155,5,2,0,4,3,1
876,289,263,615,442,119,5,2,1,4,3,0
9,973,7,201,581,982,1,4,0,2,3,5
460,792,536,747,469,432,1,5,3,4,2,0
703,536,440,995,576,173,4,2,1,5,3,0
677,571,83,824,777,975,2,1,0,4,3,5
561,800,712,456,212,485,3,5,4,1,0,2
501,214,793,149,382,225,4,1,5,0,3,2
753,769,214,627,440,7,4,5,1,3,2,0
445,184,965,520,950,198,2,0,5,3,4,1
879,239,17,67,901,995,3,2,0,1,4,5
630,778,275,151,331,269,4,5,2,0,3,1
154,566,216,411,65,661,1,4,2,3,0,5
310,267,180,320,900,858,2,1,0,3,5,4
387,252,471,276,270,476,3,0,4,2,1,5
305,893,113,314,653,420,1,5,0,2,4,3
554,627,297,354,50,844,3,4,1,2,0,5
552,590,475,672,13,44,3,4,2,5,0,1
955,324,459,499,339,989,4,0,2,3,1,5
920,442,967,496,883,185,4,1,5,2,3,0
225,150,25,483,573,686,2,1,0,3,4,5
741,948,211,946,100,769,2,5,1,4,0,3
882,513,807,955,943,213,3,1,2,5,4,0
157,537,102,364,36,45,3,5,2,4,0,1
363,100,502,133,703,38,3,1,4,2,5,0
669,16,426,688,232,307,4,0,3,5,1,2
702,992,767,971,103,739,1,5,3,4,0,2
2,137,114,245,653,991,0,2,1,3,4,5
973,688,808,620,667,135,5,3,4,1,2,0
551,229,59,763,584,570,2,1,0,5,4,3
68,888,464,55,955,743,1,4,2,0,5,3
259,946,132,347,745,93,2,5,1,3,4,0
835,249,228,808,102,194,5,3,2,4,0,1
132,576,912,554,61,283,1,4,5,3,0,2
239,18,66,629,481,608,2,0,1,5,3,4
830,263,78,482,81,526,5,2,0,3,1,4
615,117,36,747,815,281,3,1,0,4,5,2
529,172,480,694,103,620,3,1,2,5,0,4
565,166,793,280,750,366,3,0,5,1,4,2
361,625,680,361,471,670,0,3,5,1,2,4
183,32,829,75,848,336,2,0,4,1,5,3
740,847,324,720,593,509,4,5,0,3,2,1
125,718,144,728,360,656,0,4,1,5,2,3
300,198,208,282,587,241,4,0,1,3,5,2
749,890,877,913,713,804,1,4,3,5,0,2
210,32,975,837,869,438,1,0,5,3,4,2
299,673,742,758,916,194,1,2,3,4,5,0
272,359,240,10,627,533,2,3,1,0,5,4
109,765,761,41,757,232,1,5,4,0,3,2
279,97,469,963,828,612,1,0,2,5,4,3
785,983,348,134,483,459,4,5,1,0,3,2
141,765,121,27,34,562,3,5,2,0,1,4
294,543,734,420,835,614,0,2,4,1,5,3
478,499,180,300,957,650,2,3,0,1,5,4
959,796,795,557,346,844,5,3,2,1,0,4
399,185,619,237,729,777,2,0,3,1,4,5
792,5,538,254,910,731,4,0,2,1,5,3
502,622,887,224,433,140,3,4,5,1,2,0
739,493,622,749,992,883,2,0,1,3,5,4
266,252,94,589,365,500,2,1,0,5,3,4
640,246,369,231,849,168,4,2,3,1,5,0
263,968,321,906,556,971,0,4,1,3,2,5
947,982,969,792,41,26,3,5,4,2,1,0
177,420,534,136,610,643,1,2,3,0,4,5
896,605,959,92,606,746,4,1,5,0,2,3
193,720,461,836,444,664,0,4,2,5,1,3
258,966,124,49,874,889,2,5,1,0,3,4
640,50,70,519,275,45,5,1,2,4,3,0
873,391,78,356,597,283,5,3,0,2,4,1
874,968,279,352,850,997,3,4,0,1,2,5
816,891,729,339,28,963,3,4,2,1,0,5
885,103,9,386,277,819,5,1,0,3,2,4
581,729,54,851,665,765,1,3,0,5,2,4
909,323,383,173,443,49,5,2,3,1,4,0
446,758,640,174,383,993,2,4,3,0,1,5
783,499,336,255,91,119,5,4,3,2,0,1
76,654,795,234,799,533,0,3,4,1,5,2
219,600,464,565,492,635,0,4,1,3,2,5
734,943,216,236,455,475,4,5,0,1,2,3
661,723,368,182,889,812,2,3,1,0,5,4
226,840,504,960,906,834,0,3,1,5,4,2
995,401,294,973,434,525,5,1,0,4,2,3
340,891,833,723,14,872,1,5,3,2,0,4
578,797,999,289,101,173,3,4,5,2,0,1
931,77,672,118,708,226,5,0,3,1,4,2
993,477,907,193,111,9,5,3,4,2,1,0
21,144,939,390,21,944,0,2,4,3,1,5
204,187,834,210,648,309,1,0,5,2,4,3
831,508,281,395,808,462,5,3,0,1,4,2
623,575,255,355,76,590,5,3,1,2,0,4
363,62,69,127,956,554,3,0,1,2,5,4
778,702,642,4,490,361,5,4,3,0,2,1
282,321,628,590,591,190,1,2,5,3,4,0
386,628,328,915,861,253,2,3,1,5,4,0
243,712,363,707,390,823,0,4,1,3,2,5
299,724,211,715,851,485,1,4,0,3,5,2
115,30,365,175,340,58,2,0,5,3,4,1
205,486,764,620,349,156,1,3,5,4,2,0
402,100,197,725,230,604,3,0,1,5,2,4
494,244,992,628,324,689,2,0,5,3,1,4
697,500,316,255,155,664,5,3,2,1,0,4
806,484,67,127,494,380,5,3,0,1,4,2
499,903,539,921,279,538,1,4,3,5,0,2
837,185,372,17,572,424,5,1,2,0,4,3
280,904,32,1,131,919,3,4,1,0,2,5
929,695,267,415,612,803,5,3,0,1,2,4
434,717,463,936,654,912,0,3,1,5,2,4
962,20,919,963,384,414,4,0,3,5,1,2
936,766,514,64,852,530,5,3,1,0,4,2
212,411,292,839,257,6,1,4,3,5,2,0
566,778,126,674,923,50,2,4,1,3,5,0
589,325,615,367,759,257,3,1,4,2,5,0
195,648,662,143,287,719,1,3,4,0,2,5
81,626,704,547,605,75,1,4,5,2,3,0
329,870,133,398,633,33,2,5,1,3,4,0
519,1,749,684,260,303,3,0,5,4,1,2
171,961,50,81,886,560,2,5,0,1,4,3
208,159,90,893,75,65,4,3,2,5,1,0
325,459,436,771,311,234,2,4,3,5,1,0
290,985,439,677,958,118,1,5,2,3,4,0
929,124,396,965,68,317,4,1,3,5,0,2
390,894,643,263,762,527,1,5,3,0,4,2
93,347,788,324,257,721,0,3,5,2,1,4
242,689,350,814,786,950,0,2,1,4,3,5
50,812,28,832,927,450,1,3,0,4,5,2
868,909,350,219,542,920,3,4,1,0,2,5
249,561,991,223,632,35,2,3,5,1,4,0
695,506,959,39,633,33,4,2,5,1,3,0
247,797,350,450,90,745,1,5,2,3,0,4
755,499,13,513,425,849,4,2,0,3,1,5
373,336,241,292,496,867,3,2,0,1,4,5
118,933,359,234,396,809,0,5,2,1,3,4
59,497,911,973,18,857,1,2,4,5,0,3
191,422,356,617,941,125,1,3,2,4,5,0
763,840,494,710,819,540,3,5,0,2,4,1
407,89,942,91,771,287,3,0,5,1,4,2
425,858,198,675,251,346,3,5,0,4,1,2
325,479,636,363,845,561,0,2,4,1,5,3
695,786,303,644,779,189,3,5,1,2,4,0
953,374,139,816,74,699,5,2,1,4,0,3
259,85,524,232,608,405,2,0,4,1,5,3
74,478,69,598,341,707,1,3,0,4,2,5
191,60,480,611,372,601,1,0,3,5,2,4
832,421,613,533,188,517,5,1,4,3,0,2
612,738,81,946,965,633,1,3,0,4,5,2
492,539,768,588,673,759,0,1,5,2,3,4
867,885,494,182,401,122,4,5,3,1,2,0
869,808,397,429,83,419,5,4,1,3,0,2
919,120,515,860,445,511,5,0,3,4,1,2
371,750,858,974,787,21,1,2,4,5,3,0
709,134,897,0,444,325,4,1,5,0,3,2
335,506,459,817,225,906,1,3,2,4,0,5
144,706,230,853,814,878,0,2,1,4,3,5
603,175,14,599,830,652,3,1,0,2,5,4
215,861,152,260,905,836,1,4,0,2,5,3
873,796,967,976,866,994,2,0,3,4,1,5
456,372,672,288,177,996,3,2,4,1,0,5
134,525,526,400,832,703,0,2,3,1,5,4
801,490,384,542,597,80,5,2,1,3,4,0
245,225,688,185,244,964,3,1,4,0,2,5
57,785,289,583,535,874,0,4,1,3,2,5
951,990,119,125,179,10,4,5,1,2,3,0
166,968,879,151,6,324,2,5,4,1,0,3
957,827,301,110,391,847,5,3,1,0,2,4
883,565,914,68,216,455,4,3,5,0,1,2
198,905,608,383,109,146,2,5,4,3,0,1
435,178,85,630,75,62,4,3,2,5,1,0
538,468,698,434,295,443,4,3,5,1,0,2
803,912,611,4,740,159,4,5,2,0,3,1
903,973,543,297,793,995,3,4,1,0,2,5
30,55,866,772,618,10,1,2,5,4,3,0
392,203,688,494,679,55,2,1,5,3,4,0
922,516,659,997,869,853,4,0,1,5,3,2
891,578,573,582,167,336,5,3,2,4,0,1
548,221,364,529,819,75,4,1,2,3,5,0
190,383,890,508,376,882,0,2,5,3,1,4
217,73,701,117,476,650,2,0,5,1,3,4
995,317,505,933,586,627,5,0,1,4,2,3
598,395,3,840,860,599,2,1,0,4,5,3
611,789,377,47,948,387,3,4,1,0,5,2
476,194,43,41,968,50,4,3,1,0,5,2
592,686,887,735,869,736,0,1,5,2,4,3
694,786,746,480,931,716,1,4,3,0,5,2
871,487,459,142,54,501,5,3,2,1,0,4
263,30,686,551,798,346,1,0,4,3,5,2
365,958,670,500,170,32,2,5,4,3,1,0
493,115,763,96,142,528,3,1,5,0,2,4
537,618,960,173,370,178,3,4,5,0,2,1
951,557,717,565,419,804,5,1,3,2,0,4
469,630,325,266,699,808,2,3,1,0,4,5
761,845,190,581,423,232,4,5,0,3,2,1
705,658,264,179,555,260,5,4,2,0,3,1
994,139,966,528,347,930,5,0,4,2,1,3
261,908,300,83,391,688,1,5,2,0,3,4
95,907,440,29,834,132,1,5,3,0,4,2
493,56,907,898,451,779,2,0,5,4,1,3
245,957,24,471,70,206,3,5,0,4,1,2
728,687,677,195,290,42,5,4,3,1,2,0
190,148,620,375,67,452,2,1,5,3,0,4
980,560,468,104,219,290,5,4,3,0,1,2
552,879,148,6,662,647,2,5,1,0,4,3
822,110,448,274,361,595,5,0,3,1,2,4
298,477,955,928,84,978,1,2,4,3,0,5
139,531,573,955,92,90,2,3,4,5,1,0
673,722,542,960,160,863,2,3,1,5,0,4
544,745,216,532,499,101,4,5,1,3,2,0
411,41,120,752,572,460,2,0,1,5,4,3
418,39,228,267,359,336,5,0,1,2,4,3
781,376,373,575,34,627,5,2,1,3,0,4
252,468,224,607,133,481,2,3,1,5,0,4
600,255,580,776,488,896,3,0,2,4,1,5
670,382,160,38,412,711,4,2,1,0,3,5
452,278,925,516,328,999,2,0,4,3,1,5
559,268,868,676,3,684,2,1,5,3,0,4
638,83,769,284,55,544,4,1,5,2,0,3
572,438,662,448,710,731,2,0,3,1,4,5
453,16,894,403,673,164,3,0,5,2,4,1
139,416,584,427,553,818,0,1,4,2,3,5
662,948,256,993,497,738,2,4,0,5,1,3
729,794,589,224,32,54,4,5,3,2,0,1
458,228,425,284,117,34,5,2,4,3,1,0
504,64,357,731,178,258,4,0,3,5,1,2
881,500,124,781,832,566,5,1,0,3,4,2
320,437,99,484,37,250,3,4,1,5,0,2
142,368,452,813,465,117,1,2,3,5,4,0
186,90,203,27,350,816,2,1,3,0,4,5
591,791,433,682,912,333,2,4,1,3,5,0
390,817,127,347,412,374,3,5,0,1,4,2
352,894,571,18,308,217,3,5,4,0,2,1
754,382,222,634,717,586,5,1,0,3,4,2
52,183,113,319,395,439,0,2,1,3,4,5
331,592,380,689,876,133,1,3,2,4,5,0
242,516,267,737,618,365,0,3,1,5,4,2
865,266,497,629,762,852,5,0,1,2,3,4
812,313,52,916,105,83,4,3,0,5,2,1
907,449,83,56,368,452,5,3,1,0,2,4
19,176,4,823,471,245,1,2,0,5,4,3
720,684,449,708,381,316,5,3,2,4,1,0
401,265,911,764,26,353,3,1,5,4,0,2
3,140,51,978,158,963,0,2,1,5,3,4
271,108,378,876,918,289,1,0,3,4,5,2
320,130,131,81,199,637,4,1,2,0,3,5
900,526,700,79,403,780,5,2,3,0,1,4
682,38,383,882,812,297,3,0,2,5,4,1
99,589,540,469,706,86,1,4,3,2,5,0
691,736,373,977,899,477,2,3,0,5,4,1
719,979,115,459,383,973,3,5,0,2,1,4
13,522,512,349,327,430,0,5,4,2,1,3
848,586,545,464,522,468,5,4,3,0,2,1
706,750,886,686,67,822,2,3,5,1,0,4
216,423,739,804,96,800,1,2,3,5,0,4
330,350,261,906,706,244,2,3,1,5,4,0
6,846,991,577,103,133,0,4,5,3,1,2
149,209,473,287,269,772,0,1,4,3,2,5
535,882,935,693,928,373,1,3,5,2,4,0
319,385,560,263,678,821,1,2,3,0,4,5
768,972,768,630,316,476,3,5,4,2,0,1
983,240,878,312,899,290,5,0,3,2,4,1
480,393,357,341,999,843,3,2,1,0,5,4
770,839,186,133,803,764,3,5,1,0,4,2
604,154,402,141,783,129,4,2,3,1,5,0
281,163,295,565,99,273,3,1,4,5,0,2
22,182,67,49,126,226,0,4,2,1,3,5
845,902,146,917,532,846,2,4,0,5,1,3
656,493,892,12,124,562,4,2,5,0,1,3
309,910,680,758,110,911,1,4,2,3,0,5
247,189,739,307,655,785,1,0,4,2,3,5
51,564,511,174,589,549,0,4,2,1,5,3
358,279,417,851,614,534,1,0,2,5,4,3
697,494,314,672,795,152,4,2,1,3,5,0
937,876,417,921,231,941,4,2,1,3,0,5
377,295,440,221,420,563,2,1,4,0,3,5
458,440,896,778,322,320,3,2,5,4,1,0
139,553,678,658,628,698,0,1,4,3,2,5
259,498,588,616,305,686,0,2,3,4,1,5
826,568,191,990,105,30,4,3,2,5,1,0
564,76,432,151,427,538,5,0,3,1,2,4
509,904,900,827,922,434,1,4,3,2,5,0
964,269,919,310,555,311,5,0,4,1,3,2
465,975,229,538,851,888,1,5,0,2,3,4
913,844,724,643,862,601,5,3,2,1,4,0
890,973,407,901,136,299,3,5,2,4,0,1
177,144,407,887,462,603,1,0,2,5,3,4
955,403,324,411,231,741,5,2,1,3,0,4
843,450,770,508,32,88,5,2,4,3,0,1
803,718,244,393,629,844,4,3,0,1,2,5
541,656,179,349,769,682,2,3,0,1,5,4
952,339,93,267,487,972,4,2,0,1,3,5
683,353,861,352,75,750,3,2,5,1,0,4
479,651,449,435,74,661,3,4,2,1,0,5
653,8,113,876,573,14,4,0,2,5,3,1
40,902,545,934,187,544,0,4,3,5,1,2
450,868,139,892,254,939,2,3,0,4,1,5
394,447,552,670,944,31,1,2,3,4,5,0
123,727,250,476,400,756,0,4,1,3,2,5
294,379,718,643,25,555,1,2,5,4,0,3
396,575,927,467,809,994,0,2,4,1,3,5
856,600,178,113,683,718,5,2,1,0,3,4
817,234,716,290,10,908,4,1,3,2,0,5
22,646,579,218,370,8,1,5,4,2,3,0
351,421,251,248,86,262,4,5,2,1,0,3
744,809,364,691,467,168,4,5,1,3,2,0
729,341,194,377,790,479,4,1,0,2,5,3
932,85,877,565,389,541,5,0,4,3,1,2
572,198,829,474,885,725,2,0,4,1,5,3
282,795,712,480,807,426,0,4,3,2,5,1
867,43,445,224,455,643,5,0,2,1,3,4
175,818,249,5,744,411,1,5,2,0,4,3
818,310,934,469,989,553,3,0,4,1,5,2
98,652,642,724,457,568,0,4,3,5,1,2
473,617,582,423,516,145,2,5,4,1,3,0
574,485,248,826,238,728,3,2,1,5,0,4
341,44,565,483,472,316,2,0,5,4,3,1
247,315,273,350,306,180,1,4,2,5,3,0
25,302,39,591,794,237,0,3,1,4,5,2
426,547,428,740,873,915,0,2,1,3,4,5
674,577,810,760,575,696,2,1,5,4,0,3
91,739,412,21,490,162,1,5,3,0,4,2
693,568,553,180,739,404,4,3,2,0,5,1
963,96,457,840,433,657,5,0,2,4,1,3
649,970,466,904,920,12,2,5,1,3,4,0
305,727,972,104,68,763,2,3,5,1,0,4
578,388,658,875,193,770,2,1,3,5,0,4
774,206,750,153,391,748,5,1,4,0,2,3
377,419,390,481,387,812,0,3,2,4,1,5
538,223,758,269,835,613,2,0,4,1,5,3
734,994,692,232,458,710,4,5,2,0,1,3
628,131,849,916,287,663,2,0,4,5,1,3
208,88,494,620,847,907,1,0,2,3,4,5
741,852,269,720,976,236,3,4,1,2,5,0
28,280,889,719,902,470,0,1,4,3,5,2
2,327,34,853,46,579,0,3,1,5,2,4
